n,-1.4,-1.0,-0.5,0,0.5,1.0,1.4
10.0,0.09090909090909091,0.19090909090909092,0.3181818181818182,0.5545454545454546,0.7363636363636363,0.8545454545454545,0.9272727272727272,
30.0,0.07272727272727272,0.17272727272727273,0.32727272727272727,0.5363636363636364,0.7272727272727273,0.8545454545454545,0.9090909090909091,
50.0,0.11818181818181818,0.14545454545454545,0.32727272727272727,0.5363636363636364,0.6818181818181818,0.8272727272727273,0.8727272727272727,
100.0,0.07272727272727272,0.15454545454545454,0.36363636363636365,0.5454545454545454,0.6727272727272727,0.8818181818181818,0.9,
150.0,0.09090909090909091,0.18181818181818182,0.3090909090909091,0.5272727272727272,0.7272727272727273,0.8090909090909091,0.9181818181818182,
250.0,0.10909090909090909,0.19090909090909092,0.34545454545454546,0.5636363636363636,0.7181818181818181,0.8727272727272727,0.9636363636363636,
500.0,0.02727272727272727,0.1,0.2818181818181818,0.4909090909090909,0.6454545454545455,0.7727272727272727,0.9090909090909091,
1000.0,0.1,0.2,0.35454545454545455,0.5454545454545454,0.6636363636363637,0.8363636363636363,0.9,
